variable,label,pct_na,type
time011,Time spent on page 11,0.17073170731707318,integer
time012,Time spent on page 12,0.17073170731707318,integer
time013,Time spent on page 13,0.17615176151761516,integer
time014,Time spent on page 14,0.11653116531165311,integer
time015,Time spent on page 15,0.13008130081300814,integer
time016,Time spent on page 16,0.14634146341463414,integer
time017,Time spent on page 17,0.14634146341463414,integer
time018,Time spent on page 18,0.15447154471544716,integer
time019,Time spent on page 19,0.11653116531165311,integer
time020,Time spent on page 20,0.13550135501355012,integer
time021,Time spent on page 21,0.15989159891598917,integer
time022,Time spent on page 22,0.16531165311653118,integer
time023,Time spent on page 23,0.17615176151761516,integer
time024,Time spent on page 24,0.19241192411924118,integer
time025,Time spent on page 25,0.19241192411924118,integer
time_sum,Time spent overall (except outliers),0,integer
lastdata,Time when the data was most recently updated,0,numeric
finished,Has the interview been finished (reached last page)?,0,integer
lastpage,Last page that the participant has handled in the questionnaire,0,integer
maxpage,Hindmost page handled by the participant,0,integer
missing,Missing answers in percent,0,integer
missrel,Missing answers (weighted by relevance),0,integer
time_rsi,Completion Speed (relative),0,numeric
